model,filename,download_url,opendap_url,r,i,p,f,Varient,period,Var,timeStep,openDapWorking,start,stop,inspan
EC-Earth3-Veg-LR,huss_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20220428/huss_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/huss/gr/v20220428/huss_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,huss,day,True,2000,2000,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19770101-19771231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19770101-19771231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19770101-19771231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1977,1977,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19780101-19781231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19780101-19781231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19780101-19781231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1978,1978,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19790101-19791231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19790101-19791231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19790101-19791231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1979,1979,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19800101-19801231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19800101-19801231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19800101-19801231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1980,1980,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19810101-19811231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19810101-19811231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19810101-19811231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1981,1981,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19820101-19821231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19820101-19821231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19820101-19821231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1982,1982,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19830101-19831231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19830101-19831231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19830101-19831231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1983,1983,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19840101-19841231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19840101-19841231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19840101-19841231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1984,1984,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19850101-19851231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19850101-19851231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19850101-19851231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1985,1985,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19860101-19861231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19860101-19861231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19860101-19861231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1986,1986,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19870101-19871231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19870101-19871231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19870101-19871231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1987,1987,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19880101-19881231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19880101-19881231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19880101-19881231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1988,1988,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19890101-19891231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19890101-19891231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19890101-19891231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1989,1989,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19900101-19901231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19900101-19901231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19900101-19901231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1990,1990,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19910101-19911231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19910101-19911231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19910101-19911231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1991,1991,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19920101-19921231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19920101-19921231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19920101-19921231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1992,1992,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19930101-19931231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19930101-19931231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19930101-19931231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1993,1993,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19940101-19941231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19940101-19941231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19940101-19941231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1994,1994,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19950101-19951231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19950101-19951231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19950101-19951231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1995,1995,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19960101-19961231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19960101-19961231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19960101-19961231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1996,1996,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19970101-19971231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19970101-19971231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19970101-19971231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1997,1997,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19980101-19981231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19980101-19981231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19980101-19981231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1998,1998,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19990101-19991231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19990101-19991231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_19990101-19991231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,1999,1999,True
EC-Earth3-Veg-LR,tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,https://esgf-data1.llnl.gov/thredds/fileServer/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,https://esgf-data1.llnl.gov/thredds/dodsC/css03_data/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/day/tas/gr/v20220428/tas_day_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_20000101-20001231.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,tas,day,True,2000,2000,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197701-197712.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197701-197712.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197701-197712.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1977,1977,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197801-197812.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197801-197812.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197801-197812.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1978,1978,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197901-197912.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197901-197912.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_197901-197912.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1979,1979,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198001-198012.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198001-198012.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198001-198012.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1980,1980,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198101-198112.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198101-198112.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198101-198112.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1981,1981,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198201-198212.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198201-198212.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198201-198212.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1982,1982,True
EC-Earth3-Veg-LR,ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198301-198312.nc,http://esgf-data04.diasjp.net/thredds/fileServer/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198301-198312.nc,http://esgf-data04.diasjp.net/thredds/dodsC/esg_dataroot/CMIP6/CMIP/EC-Earth-Consortium/EC-Earth3-Veg-LR/abrupt-4xCO2/r1i1p1f1/Amon/ps/gr/v20220428/ps_Amon_EC-Earth3-Veg-LR_abrupt-4xCO2_r1i1p1f1_gr_198301-198312.nc,1,1,1,1,r1i1p1f1,abrupt-4xCO2,ps,mon,True,1983,1983,True
